qseqid	sseqid	qlen	slen	sstart	send	evalue	mismatch
42_CP027528-1_24	23_CP041035-2_23	32	32	1	32	1.42e-12	0
42_CP027528-1_24	20_CP091172-3_28	32	32	32	1	1.42e-12	0
42_CP027528-1_24	19_CP090607-3_28	32	32	32	1	1.42e-12	0
42_CP027528-1_24	18_CP090606-3_28	32	32	32	1	1.42e-12	0
42_CP027528-1_24	17_CP080452-3_28	32	32	32	1	1.42e-12	0
42_CP027528-1_24	13_CP049240-2_23	32	32	1	32	1.42e-12	0
42_CP027528-1_24	9_CP070358-2_23	32	32	1	32	1.42e-12	0
42_CP027528-1_24	8_CP070362-2_23	32	32	1	32	1.42e-12	0
42_CP027528-1_24	6_CP091337-3_27	32	32	32	1	1.42e-12	0
42_CP027528-1_24	5_CP091339-2_23	32	32	1	32	1.42e-12	0
42_CP027528-1_24	4_CP091340-2_23	32	32	1	32	1.42e-12	0
42_CP027528-1_24	3_CP091367-3_28	32	32	32	1	1.42e-12	0
42_CP027528-1_46	72_CP001172-2_38	32	32	1	32	1.42e-12	0
42_CP027528-1_46	71_CP001182-4_6	32	32	32	1	1.42e-12	0
42_CP027528-1_46	68_CP027246-3_6	32	32	32	1	1.42e-12	0
42_CP027528-1_46	66_CP020595-3_6	32	32	32	1	1.42e-12	0
42_CP027528-1_46	63_LS483472-2_45	32	32	1	32	1.42e-12	0
42_CP027528-1_46	57_CP066016-1_45	32	32	1	32	1.42e-12	0
42_CP027528-1_46	56_CP049314-2_47	32	32	1	32	1.42e-12	0
42_CP027528-1_46	54_CP030106-3_6	32	32	32	1	1.42e-12	0
42_CP027528-1_46	47_CP058625-4_45	32	32	1	32	1.42e-12	0
42_CP027528-1_46	42_CP027528-1_46	32	32	1	32	1.42e-12	0
42_CP027528-1_46	36_CP008706-2_45	32	32	1	32	1.42e-12	0
42_CP027528-1_46	33_CP024418-2_46	32	32	1	32	1.42e-12	0
42_CP027528-1_46	30_CP010781-3_6	32	32	32	1	1.42e-12	0
42_CP027528-1_46	29_CP023029-3_49	32	32	1	32	1.42e-12	0
42_CP027528-1_46	25_CP045541-3_6	32	32	32	1	1.42e-12	0
42_CP027528-1_46	23_CP041035-2_45	32	32	1	32	1.42e-12	0
42_CP027528-1_46	20_CP091172-3_6	32	32	32	1	1.42e-12	0
42_CP027528-1_46	19_CP090607-3_6	32	32	32	1	1.42e-12	0
42_CP027528-1_46	18_CP090606-3_6	32	32	32	1	1.42e-12	0
42_CP027528-1_46	17_CP080452-3_6	32	32	32	1	1.42e-12	0
42_CP027528-1_46	13_CP049240-2_45	32	32	1	32	1.42e-12	0
42_CP027528-1_46	9_CP070358-2_45	32	32	1	32	1.42e-12	0
42_CP027528-1_46	8_CP070362-2_45	32	32	1	32	1.42e-12	0
42_CP027528-1_46	6_CP091337-3_6	32	32	32	1	1.42e-12	0
42_CP027528-1_46	5_CP091339-2_44	32	32	1	32	1.42e-12	0
42_CP027528-1_46	4_CP091340-2_44	32	32	1	32	1.42e-12	0
42_CP027528-1_46	3_CP091367-3_6	32	32	32	1	1.42e-12	0
42_CP027528-1_36	72_CP001172-2_26	33	33	1	33	4.17e-13	0
42_CP027528-1_36	71_CP001182-4_16	33	33	33	1	4.17e-13	0
42_CP027528-1_36	68_CP027246-3_16	33	33	33	1	4.17e-13	0
42_CP027528-1_36	66_CP020595-3_16	33	33	33	1	4.17e-13	0
42_CP027528-1_36	63_LS483472-2_35	33	33	1	33	4.17e-13	0
42_CP027528-1_36	57_CP066016-1_35	33	33	1	33	4.17e-13	0
42_CP027528-1_36	56_CP049314-2_38	33	33	1	33	4.17e-13	0
42_CP027528-1_36	54_CP030106-3_16	33	33	33	1	4.17e-13	0
42_CP027528-1_36	51_CP012952-2_67	33	33	1	33	4.17e-13	0
42_CP027528-1_36	47_CP058625-4_35	33	33	1	33	4.17e-13	0
42_CP027528-1_36	42_CP027528-1_36	33	33	1	33	4.17e-13	0
42_CP027528-1_36	36_CP008706-2_35	33	33	1	33	4.17e-13	0
42_CP027528-1_36	33_CP024418-2_36	33	33	1	33	4.17e-13	0
42_CP027528-1_36	30_CP010781-3_16	33	33	33	1	4.17e-13	0
42_CP027528-1_36	29_CP023029-3_40	33	33	1	33	4.17e-13	0
42_CP027528-1_36	25_CP045541-3_16	33	33	33	1	4.17e-13	0
42_CP027528-1_36	23_CP041035-2_35	33	33	1	33	4.17e-13	0
42_CP027528-1_36	20_CP091172-3_16	33	33	33	1	4.17e-13	0
42_CP027528-1_36	19_CP090607-3_16	33	33	33	1	4.17e-13	0
42_CP027528-1_36	18_CP090606-3_16	33	33	33	1	4.17e-13	0
42_CP027528-1_36	17_CP080452-3_16	33	33	33	1	4.17e-13	0
42_CP027528-1_36	13_CP049240-2_35	33	33	1	33	4.17e-13	0
42_CP027528-1_36	9_CP070358-2_35	33	33	1	33	4.17e-13	0
42_CP027528-1_36	8_CP070362-2_35	33	33	1	33	4.17e-13	0
42_CP027528-1_36	6_CP091337-3_16	33	33	33	1	4.17e-13	0
42_CP027528-1_36	5_CP091339-2_34	33	33	1	33	4.17e-13	0
42_CP027528-1_36	4_CP091340-2_34	33	33	1	33	4.17e-13	0
42_CP027528-1_36	3_CP091367-3_16	33	33	33	1	4.17e-13	0
42_CP027528-1_8	72_CP001172-2_7	32	32	1	32	1.42e-12	0
42_CP027528-1_8	71_CP001182-4_43	32	32	32	1	1.42e-12	0
42_CP027528-1_8	68_CP027246-3_43	32	32	32	1	1.42e-12	0
42_CP027528-1_8	66_CP020595-3_40	32	32	32	1	1.42e-12	0
42_CP027528-1_8	63_LS483472-2_8	32	32	1	32	1.42e-12	0
42_CP027528-1_8	57_CP066016-1_8	32	32	1	32	1.42e-12	0
42_CP027528-1_8	56_CP049314-2_11	32	32	1	32	1.42e-12	0
42_CP027528-1_8	54_CP030106-3_43	32	32	32	1	1.42e-12	0
42_CP027528-1_8	51_CP012952-2_40	32	32	1	32	1.42e-12	0
42_CP027528-1_8	47_CP058625-4_8	32	32	1	32	1.42e-12	0
42_CP027528-1_8	42_CP027528-1_8	32	32	1	32	1.42e-12	0
42_CP027528-1_8	36_CP008706-2_8	32	32	1	32	1.42e-12	0
42_CP027528-1_8	33_CP024418-2_8	32	32	1	32	1.42e-12	0
42_CP027528-1_8	30_CP010781-3_41	32	32	32	1	1.42e-12	0
42_CP027528-1_8	29_CP023029-3_11	32	32	1	32	1.42e-12	0
42_CP027528-1_8	25_CP045541-3_43	32	32	32	1	1.42e-12	0
42_CP027528-1_8	23_CP041035-2_8	32	32	1	32	1.42e-12	0
42_CP027528-1_8	20_CP091172-3_44	32	32	32	1	1.42e-12	0
42_CP027528-1_8	19_CP090607-3_44	32	32	32	1	1.42e-12	0
42_CP027528-1_8	18_CP090606-3_44	32	32	32	1	1.42e-12	0
42_CP027528-1_8	17_CP080452-3_44	32	32	32	1	1.42e-12	0
42_CP027528-1_8	13_CP049240-2_7	32	32	1	32	1.42e-12	0
42_CP027528-1_8	9_CP070358-2_8	32	32	1	32	1.42e-12	0
42_CP027528-1_8	8_CP070362-2_8	32	32	1	32	1.42e-12	0
42_CP027528-1_8	6_CP091337-3_42	32	32	32	1	1.42e-12	0
42_CP027528-1_8	5_CP091339-2_8	32	32	1	32	1.42e-12	0
42_CP027528-1_8	4_CP091340-2_8	32	32	1	32	1.42e-12	0
42_CP027528-1_8	3_CP091367-3_43	32	32	32	1	1.42e-12	0
42_CP027528-1_13	72_CP001172-2_12	32	32	1	32	1.42e-12	0
42_CP027528-1_13	71_CP001182-4_38	32	32	32	1	1.42e-12	0
42_CP027528-1_13	68_CP027246-3_38	32	32	32	1	1.42e-12	0
42_CP027528-1_13	63_LS483472-2_13	32	32	1	32	1.42e-12	0
42_CP027528-1_13	57_CP066016-1_13	32	32	1	32	1.42e-12	0
42_CP027528-1_13	56_CP049314-2_16	32	32	1	32	1.42e-12	0
42_CP027528-1_13	54_CP030106-3_38	32	32	32	1	1.42e-12	0
42_CP027528-1_13	51_CP012952-2_45	32	32	1	32	1.42e-12	0
42_CP027528-1_13	47_CP058625-4_13	32	32	1	32	1.42e-12	0
42_CP027528-1_13	42_CP027528-1_13	32	32	1	32	1.42e-12	0
42_CP027528-1_13	36_CP008706-2_13	32	32	1	32	1.42e-12	0
42_CP027528-1_13	33_CP024418-2_13	32	32	1	32	1.42e-12	0
42_CP027528-1_13	30_CP010781-3_36	32	32	32	1	1.42e-12	0
42_CP027528-1_13	29_CP023029-3_17	32	32	1	32	1.42e-12	0
42_CP027528-1_13	25_CP045541-3_38	32	32	32	1	1.42e-12	0
42_CP027528-1_13	23_CP041035-2_13	32	32	1	32	1.42e-12	0
42_CP027528-1_13	20_CP091172-3_39	32	32	32	1	1.42e-12	0
42_CP027528-1_13	19_CP090607-3_39	32	32	32	1	1.42e-12	0
42_CP027528-1_13	18_CP090606-3_39	32	32	32	1	1.42e-12	0
42_CP027528-1_13	17_CP080452-3_39	32	32	32	1	1.42e-12	0
42_CP027528-1_13	13_CP049240-2_12	32	32	1	32	1.42e-12	0
42_CP027528-1_13	9_CP070358-2_13	32	32	1	32	1.42e-12	0
42_CP027528-1_13	8_CP070362-2_13	32	32	1	32	1.42e-12	0
42_CP027528-1_13	6_CP091337-3_37	32	32	32	1	1.42e-12	0
42_CP027528-1_13	5_CP091339-2_13	32	32	1	32	1.42e-12	0
42_CP027528-1_13	4_CP091340-2_13	32	32	1	32	1.42e-12	0
42_CP027528-1_13	3_CP091367-3_38	32	32	32	1	1.42e-12	0
43_CP027530-1_17	67_CP050385-1_17	32	32	1	32	1.42e-12	0
43_CP027530-1_17	65_CP032215-1_17	32	32	1	32	1.42e-12	0
43_CP027530-1_17	64_CP040259-1_17	32	32	1	32	1.42e-12	0
43_CP027530-1_17	61_CP020597-1_17	32	32	1	32	1.42e-12	0
43_CP027530-1_17	53_CP048131-1_17	32	32	1	32	1.42e-12	0
43_CP027530-1_17	43_CP027530-1_17	32	32	1	32	1.42e-12	0
43_CP027530-1_17	21_CP091596-1_31	32	32	32	1	1.42e-12	0
43_CP027530-1_25	67_CP050385-1_25	32	32	1	32	1.42e-12	0
43_CP027530-1_25	65_CP032215-1_25	32	32	1	32	1.42e-12	0
43_CP027530-1_25	64_CP040259-1_23	32	32	1	32	1.42e-12	0
43_CP027530-1_25	61_CP020597-1_25	32	32	1	32	1.42e-12	0
43_CP027530-1_25	53_CP048131-1_25	32	32	1	32	1.42e-12	0
43_CP027530-1_25	43_CP027530-1_25	32	32	1	32	1.42e-12	0
43_CP027530-1_25	26_CP022283-1_20	32	32	32	1	1.42e-12	0
43_CP027530-1_25	21_CP091596-1_25	32	32	32	1	1.42e-12	0
43_CP027530-1_2	69_AP022077-2_2	32	32	1	32	1.42e-12	0
43_CP027530-1_2	67_CP050385-1_2	32	32	1	32	1.42e-12	0
43_CP027530-1_2	65_CP032215-1_2	32	32	1	32	1.42e-12	0
43_CP027530-1_2	64_CP040259-1_2	32	32	1	32	1.42e-12	0
43_CP027530-1_2	61_CP020597-1_2	32	32	1	32	1.42e-12	0
43_CP027530-1_2	53_CP048131-1_2	32	32	1	32	1.42e-12	0
43_CP027530-1_2	52_CP048849-1_2	32	32	1	32	1.42e-12	0
43_CP027530-1_2	43_CP027530-1_2	32	32	1	32	1.42e-12	0
43_CP027530-1_2	39_CP059300-1_52	32	32	32	1	1.42e-12	0
43_CP027530-1_2	34_LN865143-2_2	32	32	1	32	1.42e-12	0
43_CP027530-1_2	28_LN997846-2_2	32	32	1	32	1.42e-12	0
43_CP027530-1_2	26_CP022283-1_48	32	32	32	1	1.42e-12	0
43_CP027530-1_2	21_CP091596-1_52	32	32	32	1	1.42e-12	0
43_CP027530-1_2	14_CP027704-3_2	32	32	1	32	1.42e-12	0
43_CP027530-1_2	7_CP083181-1_102	32	32	32	1	1.42e-12	0
43_CP027530-1_45	67_CP050385-1_45	32	32	1	32	1.42e-12	0
43_CP027530-1_45	65_CP032215-1_42	32	32	1	32	1.42e-12	0
43_CP027530-1_45	64_CP040259-1_42	32	32	1	32	1.42e-12	0
43_CP027530-1_45	61_CP020597-1_45	32	32	1	32	1.42e-12	0
43_CP027530-1_45	53_CP048131-1_41	32	32	1	32	1.42e-12	0
43_CP027530-1_45	52_CP048849-1_26	32	32	1	32	1.42e-12	0
43_CP027530-1_45	43_CP027530-1_45	32	32	1	32	1.42e-12	0
43_CP027530-1_45	21_CP091596-1_5	32	32	32	1	1.42e-12	0
43_CP027530-1_22	67_CP050385-1_22	32	32	1	32	1.42e-12	0
43_CP027530-1_22	65_CP032215-1_22	32	32	1	32	1.42e-12	0
43_CP027530-1_22	64_CP040259-1_22	32	32	1	32	1.42e-12	0
43_CP027530-1_22	61_CP020597-1_22	32	32	1	32	1.42e-12	0
43_CP027530-1_22	53_CP048131-1_22	32	32	1	32	1.42e-12	0
43_CP027530-1_22	43_CP027530-1_22	32	32	1	32	1.42e-12	0
43_CP027530-1_22	26_CP022283-1_23	32	32	32	1	1.42e-12	0
43_CP027530-1_35	67_CP050385-1_35	32	32	1	32	1.42e-12	0
43_CP027530-1_35	67_CP050385-1_32	32	32	1	32	1.42e-12	0
43_CP027530-1_35	65_CP032215-1_32	32	32	1	32	1.42e-12	0
43_CP027530-1_35	64_CP040259-1_33	32	32	1	32	1.42e-12	0
43_CP027530-1_35	64_CP040259-1_30	32	32	1	32	1.42e-12	0
43_CP027530-1_35	61_CP020597-1_35	32	32	1	32	1.42e-12	0
43_CP027530-1_35	61_CP020597-1_32	32	32	1	32	1.42e-12	0
43_CP027530-1_35	53_CP048131-1_31	32	32	1	32	1.42e-12	0
43_CP027530-1_35	52_CP048849-1_12	32	32	1	32	1.42e-12	0
43_CP027530-1_35	43_CP027530-1_32	32	32	1	32	1.42e-12	0
43_CP027530-1_35	43_CP027530-1_35	32	32	1	32	1.42e-12	0
43_CP027530-1_35	26_CP022283-1_13	32	32	32	1	1.42e-12	0
43_CP027530-1_35	21_CP091596-1_19	32	32	32	1	1.42e-12	0
43_CP027530-1_11	69_AP022077-2_24	32	32	1	32	1.42e-12	0
43_CP027530-1_11	67_CP050385-1_11	32	32	1	32	1.42e-12	0
43_CP027530-1_11	65_CP032215-1_11	32	32	1	32	1.42e-12	0
43_CP027530-1_11	64_CP040259-1_11	32	32	1	32	1.42e-12	0
43_CP027530-1_11	61_CP020597-1_11	32	32	1	32	1.42e-12	0
43_CP027530-1_11	53_CP048131-1_11	32	32	1	32	1.42e-12	0
43_CP027530-1_11	43_CP027530-1_11	32	32	1	32	1.42e-12	0
43_CP027530-1_11	26_CP022283-1_34	32	32	32	1	1.42e-12	0
43_CP027530-1_11	21_CP091596-1_37	32	32	32	1	1.42e-12	0
43_CP027530-1_11	7_CP083181-1_79	32	32	32	1	1.42e-12	0
43_CP027530-1_33	67_CP050385-1_36	32	32	1	32	1.42e-12	0
43_CP027530-1_33	67_CP050385-1_33	32	32	1	32	1.42e-12	0
43_CP027530-1_33	65_CP032215-1_33	32	32	1	32	1.42e-12	0
43_CP027530-1_33	64_CP040259-1_31	32	32	1	32	1.42e-12	0
43_CP027530-1_33	64_CP040259-1_34	32	32	1	32	1.42e-12	0
43_CP027530-1_33	61_CP020597-1_36	32	32	1	32	1.42e-12	0
43_CP027530-1_33	61_CP020597-1_33	32	32	1	32	1.42e-12	0
43_CP027530-1_33	53_CP048131-1_32	32	32	1	32	1.42e-12	0
43_CP027530-1_33	52_CP048849-1_13	32	32	1	32	1.42e-12	0
43_CP027530-1_33	43_CP027530-1_36	32	32	1	32	1.42e-12	0
43_CP027530-1_33	43_CP027530-1_33	32	32	1	32	1.42e-12	0
43_CP027530-1_33	26_CP022283-1_12	32	32	32	1	1.42e-12	0
43_CP027530-1_33	21_CP091596-1_18	32	32	32	1	1.42e-12	0
43_CP027530-1_44	67_CP050385-1_44	32	32	1	32	1.42e-12	0
43_CP027530-1_44	65_CP032215-1_41	32	32	1	32	1.42e-12	0
43_CP027530-1_44	64_CP040259-1_41	32	32	1	32	1.42e-12	0
43_CP027530-1_44	61_CP020597-1_44	32	32	1	32	1.42e-12	0
43_CP027530-1_44	53_CP048131-1_40	32	32	1	32	1.42e-12	0
43_CP027530-1_44	52_CP048849-1_25	32	32	1	32	1.42e-12	0
43_CP027530-1_44	43_CP027530-1_44	32	32	1	32	1.42e-12	0
43_CP027530-1_44	21_CP091596-1_6	32	32	32	1	1.42e-12	0
43_CP027530-1_9	67_CP050385-1_9	32	32	1	32	1.42e-12	0
43_CP027530-1_9	65_CP032215-1_9	32	32	1	32	1.42e-12	0
43_CP027530-1_9	64_CP040259-1_9	32	32	1	32	1.42e-12	0
43_CP027530-1_9	61_CP020597-1_9	32	32	1	32	1.42e-12	0
43_CP027530-1_9	53_CP048131-1_9	32	32	1	32	1.42e-12	0
43_CP027530-1_9	43_CP027530-1_9	32	32	1	32	1.42e-12	0
43_CP027530-1_9	34_LN865143-2_16	32	32	1	32	1.42e-12	0
43_CP027530-1_9	28_LN997846-2_16	32	32	1	32	1.42e-12	0
43_CP027530-1_9	26_CP022283-1_35	32	32	32	1	1.42e-12	0
43_CP027530-1_9	21_CP091596-1_39	32	32	32	1	1.42e-12	0
43_CP027530-1_16	67_CP050385-1_16	32	32	1	32	1.42e-12	0
43_CP027530-1_16	65_CP032215-1_16	32	32	1	32	1.42e-12	0
43_CP027530-1_16	64_CP040259-1_16	32	32	1	32	1.42e-12	0
43_CP027530-1_16	61_CP020597-1_16	32	32	1	32	1.42e-12	0
43_CP027530-1_16	53_CP048131-1_16	32	32	1	32	1.42e-12	0
43_CP027530-1_16	43_CP027530-1_16	32	32	1	32	1.42e-12	0
43_CP027530-1_16	26_CP022283-1_29	32	32	32	1	1.42e-12	0
43_CP027530-1_16	21_CP091596-1_32	32	32	32	1	1.42e-12	0
43_CP027530-1_23	67_CP050385-1_23	32	32	1	32	1.42e-12	0
43_CP027530-1_23	65_CP032215-1_23	32	32	1	32	1.42e-12	0
43_CP027530-1_23	61_CP020597-1_23	32	32	1	32	1.42e-12	0
43_CP027530-1_23	53_CP048131-1_23	32	32	1	32	1.42e-12	0
43_CP027530-1_23	43_CP027530-1_23	32	32	1	32	1.42e-12	0
43_CP027530-1_23	39_CP059300-1_10	32	32	32	1	1.42e-12	0
43_CP027530-1_23	26_CP022283-1_22	32	32	32	1	1.42e-12	0
43_CP027530-1_23	21_CP091596-1_27	32	32	32	1	1.42e-12	0
43_CP027530-1_14	67_CP050385-1_14	32	32	1	32	1.42e-12	0
43_CP027530-1_14	65_CP032215-1_14	32	32	1	32	1.42e-12	0
43_CP027530-1_14	64_CP040259-1_14	32	32	1	32	1.42e-12	0
43_CP027530-1_14	61_CP020597-1_14	32	32	1	32	1.42e-12	0
43_CP027530-1_14	53_CP048131-1_14	32	32	1	32	1.42e-12	0
43_CP027530-1_14	43_CP027530-1_14	32	32	1	32	1.42e-12	0
43_CP027530-1_14	26_CP022283-1_31	32	32	32	1	1.42e-12	0
43_CP027530-1_14	21_CP091596-1_34	32	32	32	1	1.42e-12	0
43_CP027530-1_15	67_CP050385-1_15	32	32	1	32	1.42e-12	0
43_CP027530-1_15	65_CP032215-1_15	32	32	1	32	1.42e-12	0
43_CP027530-1_15	64_CP040259-1_15	32	32	1	32	1.42e-12	0
43_CP027530-1_15	61_CP020597-1_15	32	32	1	32	1.42e-12	0
43_CP027530-1_15	53_CP048131-1_15	32	32	1	32	1.42e-12	0
43_CP027530-1_15	43_CP027530-1_15	32	32	1	32	1.42e-12	0
43_CP027530-1_15	26_CP022283-1_30	32	32	32	1	1.42e-12	0
43_CP027530-1_15	21_CP091596-1_33	32	32	32	1	1.42e-12	0
43_CP027530-1_15	1_CP059546-3_16	32	32	2	32	5.12e-12	0
43_CP027530-1_15	0_CP059547-3_16	32	32	2	32	5.12e-12	0
43_CP027530-1_24	67_CP050385-1_24	33	33	1	33	4.17e-13	0
43_CP027530-1_24	65_CP032215-1_24	33	33	1	33	4.17e-13	0
43_CP027530-1_24	61_CP020597-1_24	33	33	1	33	4.17e-13	0
43_CP027530-1_24	53_CP048131-1_24	33	33	1	33	4.17e-13	0
43_CP027530-1_24	43_CP027530-1_24	33	33	1	33	4.17e-13	0
43_CP027530-1_24	26_CP022283-1_21	33	33	33	1	4.17e-13	0
43_CP027530-1_24	21_CP091596-1_26	33	33	33	1	4.17e-13	0
43_CP027530-1_6	67_CP050385-1_6	32	32	1	32	1.42e-12	0
43_CP027530-1_6	65_CP032215-1_6	32	32	1	32	1.42e-12	0
43_CP027530-1_6	64_CP040259-1_6	32	32	1	32	1.42e-12	0
43_CP027530-1_6	61_CP020597-1_6	32	32	1	32	1.42e-12	0
43_CP027530-1_6	53_CP048131-1_6	32	32	1	32	1.42e-12	0
43_CP027530-1_6	52_CP048849-1_6	32	32	1	32	1.42e-12	0
43_CP027530-1_6	43_CP027530-1_6	32	32	1	32	1.42e-12	0
43_CP027530-1_6	26_CP022283-1_44	32	32	32	1	1.42e-12	0
43_CP027530-1_6	21_CP091596-1_48	32	32	32	1	1.42e-12	0
43_CP027530-1_49	67_CP050385-1_49	32	32	1	32	1.42e-12	0
43_CP027530-1_49	65_CP032215-1_46	32	32	1	32	1.42e-12	0
43_CP027530-1_49	64_CP040259-1_46	32	32	1	32	1.42e-12	0
43_CP027530-1_49	61_CP020597-1_49	32	32	1	32	1.42e-12	0
43_CP027530-1_49	53_CP048131-1_45	32	32	1	32	1.42e-12	0
43_CP027530-1_49	52_CP048849-1_30	32	32	1	32	1.42e-12	0
43_CP027530-1_49	43_CP027530-1_49	32	32	1	32	1.42e-12	0
43_CP027530-1_49	21_CP091596-1_1	32	32	32	1	1.42e-12	0
43_CP027530-1_30	67_CP050385-1_30	32	32	1	32	1.42e-12	0
43_CP027530-1_30	65_CP032215-1_30	32	32	1	32	1.42e-12	0
43_CP027530-1_30	64_CP040259-1_28	32	32	1	32	1.42e-12	0
43_CP027530-1_30	61_CP020597-1_30	32	32	1	32	1.42e-12	0
43_CP027530-1_30	53_CP048131-1_30	32	32	1	32	1.42e-12	0
43_CP027530-1_30	52_CP048849-1_10	32	32	1	32	1.42e-12	0
43_CP027530-1_30	43_CP027530-1_30	32	32	1	32	1.42e-12	0
43_CP027530-1_30	26_CP022283-1_15	32	32	32	1	1.42e-12	0
43_CP027530-1_42	67_CP050385-1_42	32	32	1	32	1.42e-12	0
43_CP027530-1_42	65_CP032215-1_39	32	32	1	32	1.42e-12	0
43_CP027530-1_42	61_CP020597-1_42	32	32	1	32	1.42e-12	0
43_CP027530-1_42	53_CP048131-1_38	32	32	1	32	1.42e-12	0
43_CP027530-1_42	52_CP048849-1_19	32	32	1	32	1.42e-12	0
43_CP027530-1_42	43_CP027530-1_42	32	32	1	32	1.42e-12	0
43_CP027530-1_42	26_CP022283-1_7	32	32	32	1	1.42e-12	0
43_CP027530-1_42	21_CP091596-1_12	32	32	32	1	1.42e-12	0
43_CP027530-1_3	69_AP022077-2_3	32	32	1	32	1.42e-12	0
43_CP027530-1_3	67_CP050385-1_3	32	32	1	32	1.42e-12	0
43_CP027530-1_3	65_CP032215-1_3	32	32	1	32	1.42e-12	0
43_CP027530-1_3	64_CP040259-1_3	32	32	1	32	1.42e-12	0
43_CP027530-1_3	61_CP020597-1_3	32	32	1	32	1.42e-12	0
43_CP027530-1_3	53_CP048131-1_3	32	32	1	32	1.42e-12	0
43_CP027530-1_3	52_CP048849-1_3	32	32	1	32	1.42e-12	0
43_CP027530-1_3	43_CP027530-1_3	32	32	1	32	1.42e-12	0
43_CP027530-1_3	39_CP059300-1_51	32	32	32	1	1.42e-12	0
43_CP027530-1_3	34_LN865143-2_3	32	32	1	32	1.42e-12	0
43_CP027530-1_3	28_LN997846-2_3	32	32	1	32	1.42e-12	0
43_CP027530-1_3	26_CP022283-1_47	32	32	32	1	1.42e-12	0
43_CP027530-1_3	21_CP091596-1_51	32	32	32	1	1.42e-12	0
43_CP027530-1_3	7_CP083181-1_101	32	32	32	1	1.42e-12	0
43_CP027530-1_0	69_AP022077-2_0	32	32	1	32	1.42e-12	0
43_CP027530-1_0	67_CP050385-1_0	32	32	1	32	1.42e-12	0
43_CP027530-1_0	65_CP032215-1_0	32	32	1	32	1.42e-12	0
43_CP027530-1_0	64_CP040259-1_0	32	32	1	32	1.42e-12	0
43_CP027530-1_0	61_CP020597-1_0	32	32	1	32	1.42e-12	0
43_CP027530-1_0	53_CP048131-1_0	32	32	1	32	1.42e-12	0
43_CP027530-1_0	52_CP048849-1_0	32	32	1	32	1.42e-12	0
43_CP027530-1_0	43_CP027530-1_0	32	32	1	32	1.42e-12	0
43_CP027530-1_0	39_CP059300-1_54	32	32	32	1	1.42e-12	0
43_CP027530-1_0	34_LN865143-2_0	32	32	1	32	1.42e-12	0
43_CP027530-1_0	28_LN997846-2_0	32	32	1	32	1.42e-12	0
43_CP027530-1_0	26_CP022283-1_50	32	32	32	1	1.42e-12	0
43_CP027530-1_0	21_CP091596-1_54	32	32	32	1	1.42e-12	0
43_CP027530-1_0	14_CP027704-3_0	32	32	1	32	1.42e-12	0
43_CP027530-1_0	7_CP083181-1_104	32	32	32	1	1.42e-12	0
43_CP027530-1_0	2_CP077801-1_0	32	31	1	31	5.12e-12	0
43_CP027530-1_7	67_CP050385-1_7	32	32	1	32	1.42e-12	0
43_CP027530-1_7	65_CP032215-1_7	32	32	1	32	1.42e-12	0
43_CP027530-1_7	64_CP040259-1_7	32	32	1	32	1.42e-12	0
43_CP027530-1_7	61_CP020597-1_7	32	32	1	32	1.42e-12	0
43_CP027530-1_7	53_CP048131-1_7	32	32	1	32	1.42e-12	0
43_CP027530-1_7	52_CP048849-1_7	32	32	1	32	1.42e-12	0
43_CP027530-1_7	43_CP027530-1_7	32	32	1	32	1.42e-12	0
43_CP027530-1_7	26_CP022283-1_43	32	32	32	1	1.42e-12	0
43_CP027530-1_7	21_CP091596-1_47	32	32	32	1	1.42e-12	0
43_CP027530-1_40	67_CP050385-1_40	32	32	1	32	1.42e-12	0
43_CP027530-1_40	65_CP032215-1_37	32	32	1	32	1.42e-12	0
43_CP027530-1_40	64_CP040259-1_38	32	32	1	32	1.42e-12	0
43_CP027530-1_40	61_CP020597-1_40	32	32	1	32	1.42e-12	0
43_CP027530-1_40	53_CP048131-1_36	32	32	1	32	1.42e-12	0
43_CP027530-1_40	52_CP048849-1_17	32	32	1	32	1.42e-12	0
43_CP027530-1_40	43_CP027530-1_40	32	32	1	32	1.42e-12	0
43_CP027530-1_40	26_CP022283-1_9	32	32	32	1	1.42e-12	0
43_CP027530-1_40	21_CP091596-1_14	32	32	32	1	1.42e-12	0
43_CP027530-1_4	67_CP050385-1_4	33	33	1	33	4.17e-13	0
43_CP027530-1_4	65_CP032215-1_4	33	33	1	33	4.17e-13	0
43_CP027530-1_4	64_CP040259-1_4	33	33	1	33	4.17e-13	0
43_CP027530-1_4	61_CP020597-1_4	33	33	1	33	4.17e-13	0
43_CP027530-1_4	53_CP048131-1_4	33	33	1	33	4.17e-13	0
43_CP027530-1_4	52_CP048849-1_4	33	33	1	33	4.17e-13	0
43_CP027530-1_4	43_CP027530-1_4	33	33	1	33	4.17e-13	0
43_CP027530-1_4	26_CP022283-1_46	33	33	33	1	4.17e-13	0
43_CP027530-1_4	21_CP091596-1_50	33	33	33	1	4.17e-13	0
43_CP027530-1_5	67_CP050385-1_5	32	32	1	32	1.42e-12	0
43_CP027530-1_5	65_CP032215-1_5	32	32	1	32	1.42e-12	0
43_CP027530-1_5	64_CP040259-1_5	32	32	1	32	1.42e-12	0
43_CP027530-1_5	61_CP020597-1_5	32	32	1	32	1.42e-12	0
43_CP027530-1_5	53_CP048131-1_5	32	32	1	32	1.42e-12	0
43_CP027530-1_5	52_CP048849-1_5	32	32	1	32	1.42e-12	0
